"subjID","rho","lambda","tau"
2,1.12244976487606,0.690786848697086,0.759647643789488
3,0.678184536790266,2.57014728106794,3.74032684731417
4,0.790628487179493,1.07283099471039,1.09361566610077
6,0.871724518908332,1.03448292106728,2.90045502632522
7,0.962105387863085,1.3885789585092,2.48575442345591
